id	geometry
87	LINESTRING(10.47154267 63.32441547,10.47106336 63.3246502,10.47010437 63.3255355,10.46979053 63.32567521,10.46977666 63.32567738,10.4697749 63.32567791,10.46977451 63.32567815,10.469773 63.32567841,10.46976818 63.32569236,10.46969542 63.32575571,10.46970452 63.32575963,10.46971063 63.32575972,10.46971706 63.32576157,10.46972229 63.32576165,10.46970384 63.32577039,10.46969494 63.32578754,10.46403148 63.32698291,10.46312187 63.32777501,10.46902057 63.33030077,10.46076816 63.33611545,10.46072681 63.33610675,10.46072091 63.3361069,10.46071287 63.33610545,10.46071147 63.33610442,10.46061838 63.33609819,10.46059727 63.33608936,10.46049432 63.3361027,10.4600224 63.33626766,10.45947404 63.3362578)
88	LINESTRING(10.3920203 63.35166325,10.39092288 63.35323448,10.39078659 63.35325574,10.39077028 63.35326493,10.39084018 63.35345038,10.38981142 63.35601593,10.38951956 63.35628937,10.37548915 63.35831439)
89	LINESTRING(10.3858372 63.4087775,10.3845137 63.40834391,10.38443148 63.40827367,10.38442052 63.40825685,10.38437027 63.40823949,10.38438805 63.40821637,10.38438409 63.4082061,10.38434266 63.40820003,10.38431145 63.40818334,10.38432846 63.40815336,10.38432735 63.4081531,10.38432569 63.40815208,10.38432211 63.40815191,10.38119291 63.40632816,10.38083497 63.40610436,10.38011467 63.40601308,10.37988507 63.40545457,10.37997961 63.4053809,10.38006223 63.40523863,10.38008915 63.40520183,10.37989743 63.40511532,10.37984018 63.40509558,10.37974721 63.40501881,10.37982165 63.40497891,10.37973634 63.40483528,10.37948643 63.40475863,10.37952504 63.40459673,10.37984545 63.40450117,10.37954635 63.40442334,10.37915007 63.40420724,10.37907734 63.40419874,10.37903626 63.40418641,10.37878747 63.40410014,10.37882256 63.4040316,10.3786843 63.40389959,10.37857503 63.40383363,10.37849393 63.40381486)
90	LINESTRING(10.60010712 63.38385932,10.60009542 63.38387434,10.60011756 63.38389013,10.60011812 63.38389074,10.60011832 63.38389078,10.60011832 63.38389084,10.60011832 63.38389084,10.6001182 63.38389087,10.60011825 63.38389087,10.6001181 63.38389104,10.60011826 63.38389106,10.60011847 63.38389115,10.60011448 63.3838939,10.6001118 63.38389775,10.60011506 63.38389814,10.60011704 63.38389803,10.60011718 63.38389876,10.60012153 63.38389976,10.6001256 63.38390177,10.60013936 63.38389908,10.60015335 63.38390286,10.60015025 63.38390521,10.60016234 63.3839177,10.6001681 63.38392084,10.6001681 63.38392133,10.60016819 63.38392188,10.60016773 63.3839219,10.60016805 63.38392218,10.60016722 63.38392261,10.60016716 63.38392268,10.60016716 63.38392268,10.60016716 63.38392268,10.60003803 63.383934,10.59992101 63.38416249,10.5989837 63.39158299)
91	LINESTRING(10.49280805 63.39449415,10.49328465 63.39452476,10.49348714 63.39484999,10.49362458 63.39487594,10.49635837 63.39603761,10.49707612 63.3969045,10.49930501 63.40050812,10.49908842 63.40097292,10.49957784 63.40151159,10.4997515 63.40183076,10.49960852 63.4022097,10.49958152 63.40223174,10.4995833 63.40225076,10.49964037 63.40227114,10.49971081 63.40226518,10.4997785 63.40229182,10.49976159 63.40232253,10.49976078 63.40232506,10.49977484 63.40233333,10.49974561 63.40234871,10.49973694 63.40236368,10.4997301 63.40236745,10.49972714 63.40236782,10.49972664 63.40236791,10.49976512 63.40237981,10.49978289 63.40242192,10.49972335 63.40250968,10.49966191 63.40253,10.49857145 63.40439356)
92	LINESTRING(10.60016156 63.32645551,10.60142669 63.32557844,10.60301872 63.32526472,10.60305795 63.32524796,10.60307257 63.32522279,10.60311049 63.3250995,10.60366197 63.32485152,10.6000661 63.32878079)
93	LINESTRING(10.55162701 63.41901732,10.55162369 63.4190319,10.55161648 63.41905412,10.55164641 63.41907277,10.55170273 63.41907404,10.55170645 63.41907482,10.55170864 63.4190773,10.55170864 63.41907934,10.55174529 63.419072,10.55178879 63.41909183,10.55184476 63.41909576,10.55180994 63.4192245,10.5518142 63.41926003,10.55179671 63.41941955,10.55620739 63.42601501,10.55623267 63.42689586,10.55780699 63.42755178,10.55858582 63.4279302)
94	LINESTRING(10.66274329 63.32926515,10.66274443 63.32942092,10.66274453 63.32942245,10.65689993 63.33849676,10.65624399 63.33922222,10.65624074 63.33922658,10.65624205 63.33922674,10.65624121 63.33922782,10.65624239 63.33923074,10.65624344 63.33923138,10.6562509 63.33924069)
95	LINESTRING(10.42643626 63.31802916,10.42615816 63.31918694,10.42829186 63.32256467,10.4281351 63.32259159,10.42870434 63.3229449,10.42907638 63.32336899,10.42854123 63.32379002,10.4295886 63.32472555)
96	LINESTRING(10.45074177 63.29646507,10.45150352 63.29640777,10.45220735 63.29598488,10.45234616 63.29599313,10.45237195 63.29599182,10.4523725 63.29600535,10.4524232 63.29600896,10.45265399 63.29600997,10.45317269 63.29572952,10.45317681 63.29573298,10.4531828 63.29573525,10.45330285 63.29574101,10.45338035 63.29580575,10.45348335 63.29584412,10.45348561 63.29584963,10.46177828 63.30227726,10.45889534 63.30176898,10.45879882 63.30169217,10.4584685 63.30158823,10.45730552 63.30155305,10.45726809 63.3008098,10.45728569 63.30076954)
97	LINESTRING(10.37037282 63.39809882,10.37022181 63.39818276,10.36967955 63.39803631,10.37016617 63.39825693,10.37029631 63.39826295,10.37035626 63.39831154,10.37132803 63.39902235,10.37402834 63.400762,10.37490689 63.40205605,10.37511358 63.40255441,10.37518487 63.40260202,10.37556929 63.4029137,10.37558223 63.40303254,10.37559594 63.40305722,10.37573631 63.40321975,10.3757601 63.40322399,10.37589666 63.40328731,10.37588606 63.40329068,10.37588405 63.40331226,10.37591612 63.40331788,10.37589376 63.40334723,10.37587762 63.40336047,10.37587301 63.40336269,10.37603511 63.40338771,10.37609762 63.40341036,10.3761133 63.40342053)
98	LINESTRING(10.61849033 63.41775196,10.61816201 63.4179111,10.61816446 63.4179162,10.61817025 63.41791884,10.61811078 63.41794668,10.61789323 63.41800824,10.61841215 63.41836511,10.61615186 63.41983998,10.61567407 63.42096219,10.61463309 63.42141432,10.61482338 63.42143085,10.61500538 63.42139794,10.61610468 63.42174695,10.61620274 63.42171596,10.61637972 63.42175188,10.61639071 63.42175147,10.61646294 63.42174317,10.61657222 63.42184849,10.61660203 63.42186933,10.61661417 63.42191129,10.61668813 63.42195664,10.61700253 63.42196216,10.6170211 63.42197096,10.61706575 63.42197462,10.61798004 63.42277158,10.61791467 63.42309737,10.61755674 63.42361649,10.61742836 63.42366783,10.61724062 63.42382864,10.61146508 63.42686454,10.61029575 63.42682337,10.6091079 63.4276221,10.60905693 63.42764359,10.60837973 63.42803518,10.60826107 63.42815052,10.60809224 63.42820507,10.60808623 63.42820931,10.60727233 63.4287)
99	LINESTRING(10.44790977 63.36718458,10.44936408 63.36763241,10.45081287 63.36888191,10.45337537 63.36997402,10.45353829 63.37050032,10.45367164 63.37053271,10.4538477 63.37062478,10.45386184 63.37063569,10.45518881 63.37097107,10.45488701 63.37231059,10.45285392 63.37302674,10.45277823 63.37335168,10.45308263 63.37404467,10.45320235 63.37419596,10.45263657 63.3749404,10.45301198 63.37513701,10.45395297 63.37549985,10.45242989 63.37656853,10.45188745 63.37791599,10.45081287 63.37837558,10.45033121 63.37831833,10.44999937 63.3784558,10.44945569 63.37851796,10.44849231 63.3787466,10.44798321 63.37929994,10.44727943 63.3794375)
